FK_USER_ID,avg_impact_hr,max_impact_hr,session_count,impact_sign
28182,-0.3,9.0,11,-1.0
28185,-0.2,31.0,32,-1.0
28220,0.04316546762589928,12.0,141,1.0
28232,-0.4691358024691358,57.0,83,-1.0
28233,0.0,28.0,133,0.0
28238,1.125,40.0,34,1.0
28239,0.16666666666666666,16.0,97,1.0
28240,-0.8333333333333334,42.0,49,-1.0
28303,0.04504504504504504,10.0,113,1.0
28313,-0.05042016806722689,79.0,121,-1.0
28347,-0.11538461538461539,17.0,27,-1.0
28385,-1.5,4.0,15,-1.0
28391,-0.8076923076923077,24.0,28,-1.0
28426,0.18604651162790697,36.0,88,1.0
28430,-0.18571428571428572,24.0,72,-1.0
28464,-0.4090909090909091,13.0,24,-1.0
28467,0.07964601769911504,45.0,114,1.0
28481,0.07246376811594203,15.0,140,1.0
28530,-0.0136986301369863,25.0,74,-1.0
28552,0.006097560975609756,13.0,166,1.0
28556,-0.26506024096385544,28.0,84,-1.0
28569,0.032,13.0,126,1.0
28574,0.007042253521126761,15.0,144,1.0
28584,0.05238095238095238,12.0,212,1.0
28596,0.06428571428571428,16.0,141,1.0
28661,0.05263157894736842,32.0,154,1.0
28688,-0.03731343283582089,7.0,135,-1.0
28699,-0.07352941176470588,23.0,138,-1.0
28720,0.07692307692307693,12.0,132,1.0
28736,0.04065040650406504,28.0,124,1.0
28761,0.043478260869565216,16.0,140,1.0
28762,-0.10948905109489052,34.0,139,-1.0
28807,-0.07352941176470588,27.0,206,-1.0
28839,0.0,18.0,56,0.0
28844,0.06666666666666667,16.0,62,1.0
28867,-0.09523809523809523,28.0,86,-1.0
28873,-0.18840579710144928,31.0,140,-1.0
28876,-0.2184873949579832,26.0,120,-1.0
28879,-0.4,17.0,42,-1.0
28916,-0.078125,22.0,130,-1.0
28923,-0.034722222222222224,15.0,146,-1.0
28997,0.014285714285714285,15.0,141,1.0
29018,0.11594202898550725,39.0,140,1.0
29076,-0.007142857142857143,18.0,142,-1.0
29141,-0.2631578947368421,18.0,40,-1.0
29198,-0.06896551724137931,14.0,30,-1.0
29217,-0.05660377358490566,24.0,55,-1.0
29263,0.1276595744680851,38.0,95,1.0
29281,0.02040816326530612,22.0,100,1.0
29283,-0.4444444444444444,12.0,10,-1.0
29285,0.06818181818181818,20.0,134,1.0
29288,0.047619047619047616,28.0,128,1.0
29319,-0.12121212121212122,27.0,101,-1.0
29369,-0.6190476190476191,11.0,22,-1.0
29409,0.25,27.0,45,1.0
29414,0.055350553505535055,24.0,273,1.0
29532,-0.022222222222222223,13.0,227,-1.0
29551,-0.3953488372093023,18.0,45,-1.0
29570,0.08955223880597014,8.0,69,1.0
29579,0.1736111111111111,16.0,146,1.0
29622,0.07633587786259542,34.0,132,1.0
29667,0.013157894736842105,19.0,154,1.0
29699,-0.10071942446043165,21.0,140,-1.0
29719,-0.039473684210526314,46.0,154,-1.0
29738,-0.03597122302158273,26.0,141,-1.0
29739,-0.2949640287769784,78.0,141,-1.0
29745,0.2230769230769231,53.0,131,1.0
29761,-0.18382352941176472,56.0,138,-1.0
29786,0.1875,31.0,114,1.0
29870,-0.022222222222222223,15.0,136,-1.0
29892,-0.03389830508474576,14.0,179,-1.0
29895,-0.2,23.0,137,-1.0
29906,0.021897810218978103,11.0,139,1.0
29907,-0.06547619047619048,10.0,170,-1.0
29926,0.019801980198019802,23.0,102,1.0
29942,-0.02040816326530612,22.0,100,-1.0
29954,0.019230769230769232,24.0,105,1.0
30000,-0.35714285714285715,36.0,86,-1.0
30043,0.9661016949152542,56.0,61,1.0
30067,-0.45161290322580644,33.0,32,-1.0
30068,0.0625,17.0,130,1.0
30080,-0.3944954128440367,37.0,110,-1.0
30132,0.09933774834437085,27.0,153,1.0
30136,0.044444444444444446,38.0,136,1.0
30140,0.03305785123966942,31.0,122,1.0
30142,0.02142857142857143,11.0,141,1.0
30144,-0.45161290322580644,33.0,32,-1.0
30171,0.10687022900763359,34.0,133,1.0
30184,-0.015037593984962405,20.0,135,-1.0
30194,0.05555555555555555,33.0,128,1.0
30229,-0.7391304347826086,43.0,25,-1.0
30233,0.9285714285714286,12.0,15,1.0
30247,-0.3076923076923077,29.0,80,-1.0
30260,0.0673758865248227,19.0,284,1.0
30307,0.10743801652892562,15.0,122,1.0
30320,0.046153846153846156,50.0,131,1.0
30337,0.15294117647058825,19.0,87,1.0
30343,-0.021164021164021163,9.0,191,-1.0
30344,-0.08759124087591241,21.0,138,-1.0
30446,-0.02608695652173913,9.0,116,-1.0
30492,-0.03,36.0,102,-1.0
30524,-0.1357142857142857,20.0,141,-1.0
30554,-0.08,19.0,126,-1.0
30611,-0.05263157894736842,38.0,97,-1.0
30612,0.0,9.0,141,0.0
30684,-0.09259259259259259,20.0,110,-1.0
30696,-0.08837209302325581,30.0,217,-1.0
30706,0.05,31.0,162,1.0
30728,-0.04929577464788732,16.0,143,-1.0
30731,-0.08849557522123894,18.0,114,-1.0
30742,0.007194244604316547,20.0,140,1.0
30787,-0.06521739130434782,18.0,140,-1.0
30879,-0.19117647058823528,35.0,137,-1.0
30910,-0.04929577464788732,16.0,143,-1.0
30933,0.07441860465116279,18.0,217,1.0
30940,0.03676470588235294,20.0,138,1.0
30953,0.050359712230215826,19.0,140,1.0
31009,-0.34615384615384615,34.0,54,-1.0
31033,0.05454545454545454,14.0,57,1.0
31035,-0.06896551724137931,18.0,88,-1.0
31038,0.07746478873239436,19.0,144,1.0
31040,-0.08080808080808081,49.0,101,-1.0
31095,-0.07857142857142857,30.0,142,-1.0
31109,0.006944444444444444,13.0,146,1.0
31117,-0.09905660377358491,16.0,214,-1.0
31148,-0.05263157894736842,30.0,20,-1.0
31188,-0.014285714285714285,18.0,141,-1.0
31242,0.015037593984962405,24.0,134,1.0
31266,-0.10294117647058823,17.0,137,-1.0
31276,-0.08163265306122448,12.0,149,-1.0
31339,-0.007874015748031496,27.0,128,-1.0
31347,0.014925373134328358,25.0,135,1.0
31388,0.11504424778761062,22.0,115,1.0
31463,0.08823529411764706,18.0,137,1.0
31489,0.2602739726027397,38.0,148,1.0
31496,0.021052631578947368,13.0,192,1.0
31500,0.062111801242236024,32.0,163,1.0
31546,-0.3247863247863248,26.0,119,-1.0
31563,0.35964912280701755,38.0,116,1.0
31568,0.09375,17.0,66,1.0
31581,0.0,41.0,133,0.0
31592,1.5555555555555556,14.0,11,1.0
31600,0.12878787878787878,34.0,134,1.0
31611,0.0,13.0,142,0.0
31634,-0.5733333333333334,30.0,76,-1.0
31656,0.05,16.0,142,1.0
31697,-0.5681818181818182,16.0,46,-1.0
31706,-0.06622516556291391,9.0,153,-1.0
31707,-0.08552631578947369,21.0,154,-1.0
31760,0.06206896551724138,13.0,147,1.0
31794,1.4444444444444444,9.0,11,1.0
31805,-0.15517241379310345,40.0,117,-1.0
31978,-0.034482758620689655,5.0,31,-1.0
32021,-0.06521739130434782,34.0,139,-1.0
32025,-0.15384615384615385,11.0,14,-1.0
32037,0.07462686567164178,22.0,136,1.0
32041,-0.16216216216216217,44.0,113,-1.0
32053,0.011764705882352941,18.0,172,1.0
32059,-0.19727891156462585,70.0,148,-1.0
32064,-0.2777777777777778,7.0,38,-1.0
32088,-0.12949640287769784,32.0,140,-1.0
32120,-0.2727272727272727,33.0,134,-1.0
32121,0.13095238095238096,13.0,86,1.0
32122,-0.024390243902439025,13.0,84,-1.0
32147,-0.6176470588235294,58.0,35,-1.0
32150,0.38596491228070173,24.0,59,1.0
32166,0.140625,9.0,66,1.0
32173,-0.03870967741935484,15.0,157,-1.0
32194,0.04201680672268908,21.0,121,1.0
32224,-0.050359712230215826,9.0,141,-1.0
32258,-0.21100917431192662,10.0,110,-1.0
32289,0.02857142857142857,21.0,72,1.0
32375,-0.19008264462809918,28.0,123,-1.0
32411,0.11594202898550725,40.0,140,1.0
32516,-0.04838709677419355,19.0,63,-1.0
32525,-0.205607476635514,15.0,109,-1.0
32533,-0.12380952380952381,9.0,107,-1.0
32535,0.041666666666666664,16.0,25,1.0
32599,0.05128205128205128,33.0,119,1.0
32615,0.07758620689655173,21.0,117,1.0
32723,-0.08,14.0,51,-1.0
32744,-0.06763285024154589,6.0,209,-1.0
32753,-4.1,0.0,11,-1.0
32784,-0.016,29.0,126,-1.0
32791,0.014705882352941176,15.0,70,1.0
32799,0.043478260869565216,25.0,140,1.0
32845,1.0217391304347827,34.0,48,1.0
32850,-0.10126582278481013,8.0,160,-1.0
32898,-0.07317073170731707,22.0,42,-1.0
32912,-0.02857142857142857,13.0,36,-1.0
32918,-0.5263157894736842,23.0,40,-1.0
32947,-0.12643678160919541,27.0,88,-1.0
33020,0.021052631578947368,11.0,97,1.0
33022,-0.1,10.0,72,-1.0
33075,-0.1590909090909091,33.0,46,-1.0
33079,-0.13043478260869565,43.0,139,-1.0
33127,-0.06474820143884892,11.0,140,-1.0
33145,0.014925373134328358,24.0,136,1.0
33161,0.061068702290076333,28.0,132,1.0
33214,0.41304347826086957,40.0,94,1.0
33282,0.8837209302325582,78.0,45,1.0
33288,-0.028985507246376812,32.0,139,-1.0
33325,-0.27358490566037735,29.0,108,-1.0
33327,-0.056338028169014086,35.0,144,-1.0
33341,-0.07142857142857142,16.0,141,-1.0
33347,0.12962962962962962,72.0,110,1.0
33352,-0.3333333333333333,18.0,26,-1.0
33368,0.021739130434782608,10.0,48,1.0
33478,-0.9090909090909091,11.0,12,-1.0
33511,0.03571428571428571,20.0,141,1.0
33571,0.12380952380952381,22.0,107,1.0
33583,-0.05714285714285714,34.0,141,-1.0
33637,-0.12878787878787878,25.0,134,-1.0
33638,-0.007246376811594203,27.0,140,-1.0
33674,0.06521739130434782,18.0,48,1.0
33721,1.1304347826086956,23.0,25,1.0
33746,0.0,12.0,122,0.0
33795,-0.02,16.0,302,-1.0
33803,-0.1897810218978102,25.0,139,-1.0
33815,-0.10948905109489052,9.0,138,-1.0
33873,-0.008264462809917356,23.0,123,-1.0
33917,-0.21739130434782608,13.0,94,-1.0
33947,0.08759124087591241,29.0,139,1.0
33957,-0.08108108108108109,24.0,113,-1.0
33977,0.072,14.0,127,1.0
33986,-0.09375,13.0,130,-1.0
33993,0.07194244604316546,11.0,141,1.0
33995,-0.1724137931034483,55.0,88,-1.0
34018,-0.03546099290780142,25.0,142,-1.0
34030,-0.9166666666666666,16.0,25,-1.0
34050,0.10948905109489052,30.0,138,1.0
34104,-0.03937007874015748,15.0,128,-1.0
34114,-0.2,17.0,16,-1.0
34129,-0.19672131147540983,17.0,63,-1.0
34137,-0.125,4.0,10,-1.0
34185,0.0,11.0,142,0.0
34211,-0.15079365079365079,27.0,128,-1.0
34236,0.02127659574468085,44.0,95,1.0
34242,-0.19424460431654678,10.0,141,-1.0
34305,-0.2540983606557377,47.0,123,-1.0
34348,-0.05185185185185185,16.0,136,-1.0
34355,0.20348837209302326,31.0,174,1.0
34358,-0.24324324324324326,23.0,39,-1.0
34372,0.030303030303030304,51.0,100,1.0
34387,0.7272727272727273,15.0,13,1.0
34397,0.01818181818181818,33.0,387,1.0
34428,0.05405405405405406,30.0,75,1.0
34447,-0.3028169014084507,45.0,144,-1.0
34449,0.034482758620689655,13.0,147,1.0
34452,0.02158273381294964,9.0,140,1.0
34466,2.9285714285714284,51.0,15,1.0
34491,-0.2717391304347826,42.0,93,-1.0
34495,0.4305555555555556,26.0,74,1.0
34497,-0.015151515151515152,34.0,134,-1.0
34551,-0.03571428571428571,26.0,142,-1.0
34566,-0.007194244604316547,11.0,141,-1.0
34598,0.5111111111111111,39.0,46,1.0
34620,0.06403940886699508,15.0,205,1.0
34629,0.0,46.0,86,0.0
34630,-0.020618556701030927,18.0,99,-1.0
34637,0.7,13.0,11,1.0
34649,-0.2764227642276423,62.0,125,-1.0
34657,0.02459016393442623,43.0,124,1.0
34663,-0.78125,13.0,34,-1.0
34758,-0.4117647058823529,15.0,53,-1.0
34772,-0.18382352941176472,29.0,138,-1.0
34775,-0.021739130434782608,12.0,139,-1.0
34795,0.02158273381294964,14.0,141,1.0
34822,-0.25,8.0,22,-1.0
34857,-0.046511627906976744,18.0,88,-1.0
34863,0.7428571428571429,66.0,72,1.0
34879,-0.05,10.0,142,-1.0
34897,0.4074074074074074,15.0,28,1.0
34920,-0.05555555555555555,21.0,74,-1.0
34933,-0.25333333333333335,63.0,152,-1.0
34944,-0.21875,14.0,34,-1.0
34945,-1.6666666666666667,18.0,13,-1.0
34957,-0.08633093525179857,14.0,141,-1.0
34983,-0.06349206349206349,31.0,127,-1.0
34995,-0.4791666666666667,32.0,50,-1.0
35080,-0.10526315789473684,33.0,211,-1.0
35097,0.0,27.0,132,0.0
35142,0.05913978494623656,18.0,188,1.0
35157,0.051094890510948905,19.0,139,1.0
35163,-0.1320754716981132,63.0,55,-1.0
35168,0.15,72.0,142,1.0
35172,-0.10091743119266056,21.0,110,-1.0
35174,-0.04938271604938271,22.0,82,-1.0
35226,-0.028846153846153848,17.0,105,-1.0
35227,0.3,42.0,82,1.0
35282,0.0364963503649635,36.0,138,1.0
35300,-0.12121212121212122,9.0,67,-1.0
35305,0.1935483870967742,24.0,32,1.0
35328,-0.1732283464566929,19.0,129,-1.0
35367,0.02142857142857143,11.0,141,1.0
35389,0.28205128205128205,29.0,158,1.0
35393,0.08333333333333333,11.0,109,1.0
35423,-0.007936507936507936,22.0,127,-1.0
35432,-0.030864197530864196,26.0,164,-1.0
35464,-0.15441176470588236,28.0,138,-1.0
35472,-1.4074074074074074,34.0,29,-1.0
