FK_USER_ID,avg_impact_hr,max_impact_hr,session_count,impact_sign
35486,-1.0,41.0,22,-1.0
35515,-0.012195121951219513,23.0,84,-1.0
35527,0.022222222222222223,22.0,136,1.0
35541,-0.10071942446043165,43.0,141,-1.0
35545,0.011627906976744186,28.0,88,1.0
35553,-0.21212121212121213,71.0,67,-1.0
35579,0.004524886877828055,52.0,223,1.0
35592,-0.06578947368421052,21.0,154,-1.0
35622,0.09352517985611511,17.0,141,1.0
35628,0.1171875,31.0,130,1.0
35632,-0.0392156862745098,32.0,103,-1.0
35641,-0.17424242424242425,26.0,134,-1.0
35655,0.2808988764044944,54.0,91,1.0
35677,-0.0975609756097561,11.0,166,-1.0
35692,0.0,16.0,120,0.0
35717,0.125,4.0,10,1.0
35789,-0.023809523809523808,19.0,170,-1.0
35810,0.0,12.0,267,0.0
35835,-0.2,15.0,52,-1.0
35837,-0.25,18.0,33,-1.0
35903,-0.006896551724137931,23.0,147,-1.0
35974,0.1282051282051282,27.0,40,1.0
36039,-0.11428571428571428,25.0,142,-1.0
36058,0.04316546762589928,11.0,140,1.0
36185,0.03225806451612903,16.0,64,1.0
36197,-0.16883116883116883,22.0,78,-1.0
36206,0.11711711711711711,61.0,113,1.0
36224,-1.0,8.0,15,-1.0
36229,-0.10236220472440945,68.0,129,-1.0
36282,-0.05185185185185185,18.0,137,-1.0
36314,-0.16666666666666666,37.0,61,-1.0
36334,-0.05755395683453238,13.0,140,-1.0
36338,0.021897810218978103,22.0,138,1.0
36351,-0.030303030303030304,30.0,133,-1.0
36369,-0.1746031746031746,27.0,64,-1.0
36375,1.275,43.0,42,1.0
36383,0.09090909090909091,26.0,45,1.0
36429,-0.17293233082706766,26.0,134,-1.0
36443,0.06862745098039216,18.0,104,1.0
36467,0.11428571428571428,19.0,141,1.0
36480,-0.1956521739130435,18.0,94,-1.0
36503,0.0,0.0,14,0.0
36510,0.02912621359223301,11.0,104,1.0
36565,-0.22,22.0,52,-1.0
36566,0.18518518518518517,15.0,83,1.0
36567,0.05303030303030303,24.0,134,1.0
36615,-0.19607843137254902,78.0,52,-1.0
36638,-0.08888888888888889,26.0,46,-1.0
36701,0.14035087719298245,36.0,59,1.0
36731,-0.014388489208633094,10.0,141,-1.0
36762,-0.02631578947368421,12.0,116,-1.0
36773,-0.09090909090909091,19.0,123,-1.0
36799,0.29310344827586204,35.0,118,1.0
36806,0.25,10.0,10,1.0
36834,0.08823529411764706,16.0,172,1.0
36861,0.6666666666666666,26.0,25,1.0
36862,0.0,30.0,141,0.0
36873,-0.04285714285714286,12.0,141,-1.0
36894,-0.037037037037037035,13.0,136,-1.0
36899,-0.008,16.0,126,-1.0
36916,-0.07857142857142857,9.0,141,-1.0
36926,-0.12686567164179105,18.0,136,-1.0
36943,0.24528301886792453,23.0,107,1.0
36962,0.3858267716535433,39.0,129,1.0
36969,-0.06481481481481481,30.0,110,-1.0
36980,0.023809523809523808,43.0,212,1.0
36987,0.03731343283582089,26.0,136,1.0
37003,-0.007692307692307693,11.0,131,-1.0
37043,0.02702702702702703,19.0,187,1.0
37054,-0.04285714285714286,11.0,141,-1.0
37058,-0.0958904109589041,32.0,75,-1.0
37082,-0.10714285714285714,18.0,141,-1.0
37108,0.3333333333333333,4.0,22,1.0
37136,0.47058823529411764,13.0,36,1.0
37161,-0.23030303030303031,51.0,167,-1.0
37188,-0.014705882352941176,12.0,138,-1.0
37208,0.13580246913580246,21.0,83,1.0
37252,-0.0364963503649635,21.0,139,-1.0
37274,0.1484375,6.0,130,1.0
37310,0.056,14.0,127,1.0
37311,0.07246376811594203,37.0,140,1.0
37405,0.35537190082644626,51.0,122,1.0
37441,-0.06622516556291391,21.0,153,-1.0
37473,0.04964539007092199,28.0,143,1.0
37485,-0.14492753623188406,16.0,140,-1.0
37502,0.17518248175182483,27.0,139,1.0
37504,0.023809523809523808,41.0,127,1.0
37518,0.023890784982935155,16.0,295,1.0
37584,0.2112676056338028,22.0,144,1.0
37608,0.011627906976744186,12.0,87,1.0
37618,0.5714285714285714,18.0,16,1.0
37660,0.6,2.0,12,1.0
37661,-0.7916666666666666,36.0,26,-1.0
37681,0.0707070707070707,51.0,100,1.0
37688,-0.22972972972972974,24.0,76,-1.0
37699,-0.09352517985611511,13.0,140,-1.0
37700,0.3076923076923077,31.0,66,1.0
37713,-0.051470588235294115,26.0,138,-1.0
37730,-0.05223880597014925,53.0,135,-1.0
37767,-0.0410958904109589,30.0,294,-1.0
37835,-0.047619047619047616,22.0,86,-1.0
37849,0.007874015748031496,8.0,129,1.0
37890,0.5208333333333334,14.0,49,1.0
37931,-0.22340425531914893,27.0,96,-1.0
38073,-0.013986013986013986,11.0,145,-1.0
38101,0.0,19.0,100,0.0
38104,0.09009009009009009,17.0,113,1.0
38105,-0.08287292817679558,12.0,183,-1.0
38157,-1.3333333333333333,22.0,23,-1.0
38171,-0.036231884057971016,21.0,140,-1.0
38212,-0.005154639175257732,14.0,196,-1.0
38234,-0.027777777777777776,13.0,37,-1.0
38275,1.0,12.0,12,1.0
38284,-0.5546875,85.0,130,-1.0
38288,-0.035211267605633804,34.0,143,-1.0
38370,0.044585987261146494,13.0,159,1.0
38379,4.384615384615385,53.0,14,1.0
38390,0.11864406779661017,18.0,61,1.0
38467,0.058823529411764705,22.0,138,1.0
38497,0.037037037037037035,19.0,137,1.0
38528,0.014705882352941176,15.0,138,1.0
38534,0.10619469026548672,26.0,114,1.0
38579,-0.30612244897959184,9.0,51,-1.0
38581,-0.2,40.0,37,-1.0
38610,-0.004347826086956522,21.0,232,-1.0
38627,0.043010752688172046,16.0,95,1.0
38631,-0.07246376811594203,12.0,209,-1.0
38641,0.014388489208633094,22.0,141,1.0
38664,-0.20512820512820512,22.0,41,-1.0
38665,0.13076923076923078,23.0,132,1.0
38682,-0.23255813953488372,22.0,130,-1.0
38695,0.5789473684210527,14.0,40,1.0
38697,0.08759124087591241,56.0,139,1.0
38716,-0.041666666666666664,20.0,25,-1.0
38729,-0.13768115942028986,20.0,140,-1.0
38735,-0.07194244604316546,16.0,140,-1.0
38739,-0.0423728813559322,18.0,119,-1.0
38746,-0.2159090909090909,16.0,90,-1.0
38763,-0.052795031055900624,16.0,324,-1.0
38783,-0.07462686567164178,21.0,136,-1.0
38806,-0.1956521739130435,16.0,140,-1.0
38852,-0.07462686567164178,10.0,135,-1.0
38921,0.009259259259259259,15.0,110,1.0
38963,0.1736111111111111,16.0,146,1.0
38964,-0.09722222222222222,29.0,146,-1.0
38980,0.13513513513513514,22.0,38,1.0
38987,0.07042253521126761,66.0,72,1.0
39005,0.16783216783216784,20.0,145,1.0
39099,-0.09848484848484848,45.0,134,-1.0
39119,-0.06153846153846154,16.0,67,-1.0
39125,-0.07246376811594203,26.0,139,-1.0
39151,0.34065934065934067,31.0,93,1.0
39174,0.3161764705882353,46.0,138,1.0
39201,0.2357142857142857,33.0,142,1.0
39247,0.1015625,32.0,129,1.0
39255,0.8181818181818182,11.0,13,1.0
39261,-0.14583333333333334,14.0,146,-1.0
39274,-0.043478260869565216,76.0,47,-1.0
39330,-0.05263157894736842,19.0,21,-1.0
39348,0.06217616580310881,21.0,195,1.0
39402,0.1206896551724138,22.0,118,1.0
39425,0.034013605442176874,12.0,149,1.0
39441,0.007194244604316547,26.0,140,1.0
39443,0.0,2.0,55,0.0
39456,-0.04477611940298507,26.0,135,-1.0
39458,0.039473684210526314,17.0,77,1.0
39469,0.1702127659574468,31.0,143,1.0
39471,0.18032786885245902,25.0,63,1.0
39541,-0.35294117647058826,38.0,87,-1.0
39551,-0.028985507246376812,24.0,140,-1.0
39558,0.020202020202020204,32.0,101,1.0
39578,0.014492753623188406,47.0,140,1.0
39603,0.24489795918367346,13.0,51,1.0
39626,0.014388489208633094,33.0,140,1.0
39634,0.01904761904761905,24.0,106,1.0
39663,0.02631578947368421,25.0,230,1.0
39667,-1.4444444444444444,10.0,11,-1.0
39684,0.5294117647058824,46.0,36,1.0
39718,-0.0625,26.0,97,-1.0
39738,0.014492753623188406,34.0,70,1.0
39776,0.05325443786982249,41.0,171,1.0
39840,-1.7241379310344827,28.0,31,-1.0
39852,-0.019736842105263157,25.0,154,-1.0
39884,0.03529411764705882,15.0,87,1.0
39895,0.1044776119402985,29.0,135,1.0
39920,-0.32116788321167883,54.0,139,-1.0
39922,-0.03503184713375796,11.0,316,-1.0
39926,-0.0763888888888889,16.0,145,-1.0
40041,-0.0898876404494382,14.0,180,-1.0
40047,-0.27472527472527475,25.0,93,-1.0
40067,-0.006289308176100629,20.0,161,-1.0
40098,0.02586206896551724,15.0,118,1.0
40133,-0.17142857142857143,7.0,142,-1.0
40146,-0.09523809523809523,26.0,65,-1.0
40149,-0.01937984496124031,19.0,260,-1.0
40169,0.10256410256410256,16.0,41,1.0
40228,-0.13043478260869565,10.0,25,-1.0
40235,-0.12142857142857143,29.0,141,-1.0
40246,0.007194244604316547,26.0,140,1.0
40253,-0.06569343065693431,16.0,138,-1.0
40299,0.2413793103448276,25.0,89,1.0
40338,0.21052631578947367,17.0,39,1.0
40375,0.1523809523809524,46.0,106,1.0
40390,0.12048192771084337,46.0,85,1.0
40398,-0.006006006006006006,10.0,334,-1.0
40405,0.5,41.0,16,1.0
40425,-0.09375,16.0,98,-1.0
40433,-1.0,54.0,16,-1.0
40489,0.09821428571428571,83.0,114,1.0
40513,0.0,22.0,110,0.0
40555,-0.3237410071942446,23.0,141,-1.0
40566,-0.23943661971830985,33.0,72,-1.0
40572,0.016129032258064516,13.0,64,1.0
40576,-2.2,17.0,12,-1.0
40581,-0.07971014492753623,20.0,140,-1.0
40594,-0.2711864406779661,21.0,61,-1.0
40608,-0.06748466257668712,19.0,165,-1.0
40631,1.0,33.0,22,1.0
40656,0.057971014492753624,16.0,71,1.0
40695,0.022388059701492536,28.0,135,1.0
40741,0.25,13.0,13,1.0
40751,-0.15942028985507245,18.0,71,-1.0
40786,0.010638297872340425,5.0,284,1.0
40790,-0.2222222222222222,13.0,46,-1.0
40836,-0.027586206896551724,34.0,147,-1.0
40840,0.007633587786259542,13.0,263,1.0
40842,0.015625,23.0,130,1.0
40843,-0.125,22.0,98,-1.0
40860,0.16058394160583941,33.0,139,1.0
40870,-0.015706806282722512,14.0,193,-1.0
40877,-0.1111111111111111,25.0,56,-1.0
40899,-0.0297029702970297,6.0,103,-1.0
40933,0.047619047619047616,24.0,127,1.0
40973,0.2692307692307692,25.0,132,1.0
40994,-0.03355704697986577,12.0,151,-1.0
41039,0.07801418439716312,40.0,143,1.0
41043,0.022388059701492536,42.0,136,1.0
41066,0.22727272727272727,12.0,46,1.0
41079,0.08823529411764706,27.0,138,1.0
41098,0.033942558746736295,43.0,385,1.0
41101,0.0,25.0,40,0.0
41119,-0.07246376811594203,20.0,140,-1.0
41128,0.2,22.0,57,1.0
41146,-0.022222222222222223,50.0,92,-1.0
41153,-0.02,38.0,102,-1.0
41158,0.05161290322580645,22.0,157,1.0
41229,0.5294117647058824,17.0,18,1.0
41235,-0.4117647058823529,13.0,36,-1.0
41278,-0.05172413793103448,13.0,118,-1.0
41281,0.22916666666666666,10.0,50,1.0
41288,-1.125,9.0,10,-1.0
41302,-0.3157894736842105,9.0,59,-1.0
41316,0.0375,21.0,82,1.0
41360,-0.18181818181818182,26.0,112,-1.0
41363,-1.2857142857142858,8.0,16,-1.0
41426,-0.02727272727272727,19.0,112,-1.0
41433,-0.0873015873015873,21.0,128,-1.0
41477,0.0,19.0,43,0.0
41521,0.25,40.0,46,1.0
41525,-0.014925373134328358,17.0,136,-1.0
41526,0.06666666666666667,23.0,122,1.0
41537,-0.5131578947368421,22.0,78,-1.0
41544,0.11510791366906475,13.0,141,1.0
41558,0.02158273381294964,34.0,141,1.0
41577,0.38392857142857145,40.0,114,1.0
41608,-0.03597122302158273,27.0,141,-1.0
41692,-0.3333333333333333,21.0,80,-1.0
41697,0.057803468208092484,26.0,175,1.0
41728,-0.1349206349206349,28.0,128,-1.0
41744,-0.1095890410958904,9.0,75,-1.0
41755,-0.2391304347826087,8.0,139,-1.0
41784,-4.846153846153846,10.0,15,-1.0
41788,-0.06896551724137931,29.0,59,-1.0
41822,0.050359712230215826,12.0,141,1.0
41834,-0.12834224598930483,17.0,189,-1.0
41939,-1.7272727272727273,0.0,13,-1.0
41961,0.16176470588235295,17.0,138,1.0
41965,0.08759124087591241,43.0,139,1.0
41990,-0.12290502793296089,24.0,181,-1.0
42034,-0.06666666666666667,6.0,46,-1.0
42039,-0.047244094488188976,15.0,128,-1.0
42049,0.10457516339869281,25.0,155,1.0
42078,-0.028368794326241134,14.0,143,-1.0
42131,0.050724637681159424,14.0,140,1.0
42169,-0.1553398058252427,23.0,105,-1.0
42174,0.013157894736842105,47.0,154,1.0
42203,-0.08333333333333333,19.0,86,-1.0
42254,0.7096774193548387,30.0,64,1.0
42304,0.18478260869565216,56.0,94,1.0
42312,0.044585987261146494,59.0,159,1.0
42366,0.14393939393939395,29.0,133,1.0
42386,-0.050359712230215826,17.0,141,-1.0
42388,-0.8461538461538461,2.0,14,-1.0
42403,-0.0748663101604278,17.0,189,-1.0
42413,0.07377049180327869,40.0,124,1.0
42419,0.039473684210526314,24.0,154,1.0
42438,0.5789473684210527,7.0,21,1.0
42450,0.06666666666666667,31.0,136,1.0
42458,-0.14705882352941177,20.0,138,-1.0
42470,0.1111111111111111,29.0,37,1.0
42490,0.2755102040816326,22.0,100,1.0
42501,-0.02027027027027027,12.0,150,-1.0
42515,-0.26356589147286824,30.0,131,-1.0
42531,0.13333333333333333,10.0,31,1.0
42552,-0.2222222222222222,9.0,10,-1.0
42582,-0.2631578947368421,12.0,40,-1.0
42587,-0.2638888888888889,17.0,74,-1.0
42619,0.05223880597014925,34.0,136,1.0
42684,-0.1724137931034483,29.0,147,-1.0
42706,0.04964539007092199,13.0,143,1.0
42720,0.1258741258741259,21.0,145,1.0
42727,0.0,46.0,125,0.0
42759,-0.6792452830188679,27.0,55,-1.0
42808,0.013157894736842105,12.0,78,1.0
42820,0.04929577464788732,21.0,144,1.0
42831,0.0872093023255814,10.0,174,1.0
42918,-0.10638297872340426,24.0,143,-1.0
42922,0.008064516129032258,15.0,126,1.0
42951,-0.125,23.0,66,-1.0
42964,-1.6111111111111112,47.0,38,-1.0
42992,0.037037037037037035,30.0,137,1.0
43031,-0.4074074074074074,25.0,29,-1.0
43071,0.05555555555555555,15.0,110,1.0
43086,0.19230769230769232,10.0,27,1.0
43117,0.03260869565217391,53.0,94,1.0
43132,0.027777777777777776,36.0,38,1.0
43153,0.036231884057971016,46.0,139,1.0
43164,-0.4142857142857143,92.0,72,-1.0
43183,0.2727272727272727,95.0,112,1.0
43196,-0.05555555555555555,20.0,128,-1.0
43232,4.0,77.0,15,1.0
43235,0.40186915887850466,27.0,109,1.0
43246,-0.1366906474820144,23.0,141,-1.0
43315,0.06756756756756757,12.0,150,1.0
43317,-0.35714285714285715,8.0,30,-1.0
43384,-0.13432835820895522,25.0,136,-1.0
43422,0.015503875968992248,14.0,131,1.0
43432,0.05263157894736842,18.0,116,1.0
43438,-0.14788732394366197,26.0,144,-1.0
43444,-0.031914893617021274,11.0,96,-1.0
43470,-0.11538461538461539,19.0,132,-1.0
43493,-0.14,7.0,102,-1.0
43499,-0.16666666666666666,55.0,146,-1.0
43516,-0.14285714285714285,20.0,37,-1.0
43519,0.017857142857142856,18.0,114,1.0
43589,0.3333333333333333,19.0,23,1.0
43629,0.23043478260869565,23.0,232,1.0
43638,0.032679738562091505,11.0,155,1.0
43644,0.17142857142857143,8.0,37,1.0
43651,0.0,14.0,106,0.0
43656,-0.06944444444444445,22.0,146,-1.0
43666,-0.07194244604316546,14.0,141,-1.0
43688,0.19230769230769232,27.0,28,1.0
43721,-0.01020408163265306,16.0,100,-1.0
43754,-1.1538461538461537,57.0,93,-1.0
43760,-0.19285714285714287,24.0,142,-1.0
43762,-0.36363636363636365,12.0,13,-1.0
43769,0.0,34.0,49,0.0
43777,0.28205128205128205,51.0,80,1.0
43798,0.028985507246376812,19.0,139,1.0
43815,0.9193548387096774,57.0,64,1.0
43830,-0.125,13.0,50,-1.0
43831,-0.06,13.0,52,-1.0
43843,-0.045317220543806644,16.0,333,-1.0
43889,-0.2079207920792079,19.0,204,-1.0
43894,-0.6881720430107527,42.0,95,-1.0
43912,-0.10869565217391304,18.0,140,-1.0
43917,0.04065040650406504,15.0,125,1.0
43921,0.5454545454545454,18.0,13,1.0
43928,-0.024793388429752067,23.0,365,-1.0
43937,-0.10714285714285714,7.0,58,-1.0
43950,0.0,53.0,126,0.0
43958,0.1590909090909091,18.0,46,1.0
43968,-0.47474747474747475,16.0,101,-1.0
43970,0.16551724137931034,53.0,147,1.0
43974,-0.004830917874396135,13.0,209,-1.0
44021,-0.08053691275167785,36.0,151,-1.0
44032,0.08333333333333333,9.0,14,1.0
44046,-0.22950819672131148,42.0,185,-1.0
44090,0.19230769230769232,10.0,27,1.0
44095,-0.1,26.0,142,-1.0
44105,-0.21428571428571427,21.0,15,-1.0
44159,-0.19424460431654678,9.0,141,-1.0
44212,-0.48148148148148145,18.0,56,-1.0
44228,-0.01818181818181818,17.0,112,-1.0
44232,0.1366906474820144,20.0,141,1.0
44289,-0.30434782608695654,36.0,48,-1.0
44299,0.014388489208633094,10.0,140,1.0
44304,0.07142857142857142,33.0,170,1.0
44330,-0.2601626016260163,17.0,125,-1.0
44335,-0.08849557522123894,32.0,115,-1.0
44345,-0.06451612903225806,5.0,33,-1.0
44389,-0.4024390243902439,46.0,84,-1.0
44399,0.013986013986013986,17.0,145,1.0
44429,0.018867924528301886,8.0,267,1.0
44430,0.032,17.0,126,1.0
44436,-0.11678832116788321,15.0,139,-1.0
44476,0.06666666666666667,13.0,137,1.0
44503,2.7142857142857144,42.0,16,1.0
44531,0.12021857923497267,40.0,185,1.0
44532,0.37583892617449666,49.0,151,1.0
44539,-0.02127659574468085,16.0,143,-1.0
44554,-0.07194244604316546,26.0,140,-1.0
44579,0.050724637681159424,33.0,140,1.0
44589,0.0625,48.0,66,1.0
44591,0.04477611940298507,15.0,135,1.0
44615,-0.09929078014184398,21.0,143,-1.0
44678,-0.08,11.0,126,-1.0
44710,1.3076923076923077,13.0,14,1.0
44715,1.0,25.0,25,1.0
44725,0.8709677419354839,56.0,95,1.0
44751,-0.008064516129032258,17.0,126,-1.0
44767,-0.296,57.0,127,-1.0
44801,-0.014084507042253521,13.0,144,-1.0
44877,-0.3488372093023256,28.0,88,-1.0
44890,-0.014814814814814815,12.0,137,-1.0
44894,0.07051282051282051,16.0,158,1.0
44914,0.17391304347826086,21.0,48,1.0
44932,-0.5,23.0,22,-1.0
44989,0.017482517482517484,25.0,288,1.0
44990,-0.05,27.0,102,-1.0
45011,0.012195121951219513,34.0,166,1.0
45036,-1.0,36.0,20,-1.0
45041,-0.04,9.0,152,-1.0
45057,0.2,10.0,17,1.0
45077,0.029239766081871343,21.0,173,1.0
45154,0.058333333333333334,32.0,122,1.0
45159,0.11278195488721804,25.0,134,1.0
45172,0.018518518518518517,24.0,110,1.0
45229,0.06504065040650407,13.0,125,1.0
45230,0.05442176870748299,27.0,149,1.0
45237,-0.40384615384615385,44.0,106,-1.0
45249,-0.06569343065693431,31.0,139,-1.0
45359,0.07526881720430108,17.0,188,1.0
45361,-0.0330188679245283,22.0,426,-1.0
45377,0.014705882352941176,16.0,137,1.0
45410,-0.016,35.0,127,-1.0
45414,0.04854368932038835,17.0,104,1.0
45425,-0.03608247422680412,10.0,196,-1.0
45432,0.01990049751243781,30.0,203,1.0
45457,-0.30357142857142855,27.0,114,-1.0
45466,-0.04129793510324484,13.0,341,-1.0
45507,0.0,44.0,108,0.0
45520,0.015503875968992248,17.0,131,1.0
45550,0.08888888888888889,14.0,137,1.0
45552,0.15789473684210525,24.0,116,1.0
45601,0.20689655172413793,24.0,89,1.0
45602,0.5769230769230769,62.0,80,1.0
45643,-0.08287292817679558,17.0,183,-1.0
45669,0.0380952380952381,25.0,107,1.0
45695,-0.09375,12.0,34,-1.0
45721,0.23636363636363636,15.0,57,1.0
45725,0.019736842105263157,17.0,154,1.0
45729,0.4098360655737705,50.0,124,1.0
45748,0.0391566265060241,42.0,334,1.0
45795,0.061946902654867256,43.0,114,1.0
45797,0.05555555555555555,30.0,128,1.0
45802,-0.08917197452229299,15.0,159,-1.0
45864,-0.14285714285714285,28.0,107,-1.0
45897,0.018691588785046728,8.0,109,1.0
45940,-0.3597560975609756,26.0,166,-1.0
45986,-0.05517241379310345,25.0,147,-1.0
45990,0.06666666666666667,25.0,32,1.0
45992,0.3709677419354839,36.0,64,1.0
46000,0.5075757575757576,56.0,134,1.0
46007,0.08888888888888889,14.0,137,1.0
46040,-0.5555555555555556,18.0,20,-1.0
46044,0.07936507936507936,47.0,128,1.0
46063,-0.06338028169014084,22.0,144,-1.0
46068,0.016304347826086956,14.0,186,1.0
46083,-0.13846153846153847,20.0,132,-1.0
46108,0.1484375,18.0,130,1.0
46128,-0.12931034482758622,26.0,118,-1.0
46140,-0.096,17.0,126,-1.0
46142,0.08035714285714286,29.0,114,1.0
46179,-0.09375,20.0,66,-1.0
46200,-0.08974358974358974,13.0,236,-1.0
46215,-0.12962962962962962,17.0,110,-1.0
46223,0.625,39.0,18,1.0
46303,0.06329113924050633,40.0,81,1.0
46317,0.4262295081967213,46.0,62,1.0
46336,-0.03676470588235294,8.0,138,-1.0
46345,-0.112,18.0,126,-1.0
46358,-0.04807692307692308,28.0,106,-1.0
46368,-1.0,44.0,16,-1.0
46377,-0.1368421052631579,13.0,97,-1.0
46425,-0.4090909090909091,31.0,90,-1.0
46433,0.9487179487179487,28.0,41,1.0
46450,-0.0425531914893617,12.0,96,-1.0
46453,-0.1440677966101695,12.0,120,-1.0
46494,-0.05102040816326531,21.0,100,-1.0
46549,-0.14516129032258066,37.0,64,-1.0
46564,-0.047619047619047616,10.0,107,-1.0
46575,-0.23741007194244604,19.0,141,-1.0
46595,-0.20535714285714285,39.0,114,-1.0
46631,0.0718954248366013,22.0,155,1.0
46721,-0.025423728813559324,12.0,120,-1.0
46724,-0.10273972602739725,26.0,148,-1.0
46806,1.125,6.0,10,1.0
46838,0.13793103448275862,13.0,176,1.0
46862,0.1511627906976744,31.0,88,1.0
46864,0.061946902654867256,18.0,115,1.0
46907,-0.0611353711790393,11.0,231,-1.0
46968,0.11764705882352941,11.0,70,1.0
47029,-0.07894736842105263,7.0,40,-1.0
47068,0.07692307692307693,31.0,184,1.0
47120,0.011235955056179775,23.0,91,1.0
47147,-0.9090909090909091,7.0,13,-1.0
47165,0.25,47.0,70,1.0
47200,-0.21052631578947367,10.0,39,-1.0
47219,0.1569767441860465,57.0,174,1.0
47232,0.06666666666666667,20.0,62,1.0
47234,0.11940298507462686,52.0,136,1.0
47244,0.05185185185185185,12.0,136,1.0
47254,0.0,57.0,34,0.0
47264,0.020942408376963352,20.0,193,1.0
47266,-0.18354430379746836,31.0,160,-1.0
47267,-0.6388888888888888,11.0,38,-1.0
47282,-0.12408759124087591,22.0,139,-1.0
47305,0.04,11.0,27,1.0
47317,0.007246376811594203,22.0,140,1.0
47325,-0.8928571428571429,26.0,58,-1.0
47330,-0.1619718309859155,15.0,144,-1.0
47350,0.014814814814814815,18.0,137,1.0
47373,-0.3867924528301887,22.0,108,-1.0
47382,-0.12142857142857143,24.0,142,-1.0
47409,0.06451612903225806,50.0,157,1.0
47412,-0.040983606557377046,9.0,124,-1.0
47433,-0.03333333333333333,15.0,122,-1.0
47449,0.11764705882352941,17.0,138,1.0
47451,-0.18685121107266436,15.0,291,-1.0
47469,0.0,22.0,141,0.0
47474,0.13580246913580246,24.0,83,1.0
47486,-0.10909090909090909,8.0,57,-1.0
47511,0.26666666666666666,11.0,17,1.0
47537,-0.34782608695652173,37.0,163,-1.0
47560,-0.04285714285714286,18.0,142,-1.0
47563,-0.05844155844155844,10.0,156,-1.0
47574,0.08490566037735849,19.0,108,1.0
47588,-0.2,46.0,41,-1.0
47623,0.11926605504587157,28.0,111,1.0
47629,-0.06382978723404255,30.0,143,-1.0
47633,-0.07758620689655173,28.0,118,-1.0
47645,0.05228758169934641,36.0,155,1.0
47670,0.6597938144329897,53.0,99,1.0
47737,-0.05970149253731343,52.0,203,-1.0
47745,1.3055555555555556,30.0,38,1.0
47763,-0.014705882352941176,13.0,138,-1.0
47809,-0.10236220472440945,26.0,129,-1.0
47893,0.34615384615384615,20.0,27,1.0
47929,-0.015267175572519083,70.0,133,-1.0
47939,0.03676470588235294,12.0,137,1.0
47944,-0.373134328358209,21.0,69,-1.0
47964,-0.08333333333333333,7.0,50,-1.0
47994,0.5,25.0,14,1.0
48000,-0.022988505747126436,10.0,89,-1.0
48003,0.32142857142857145,9.0,30,1.0
48014,-0.1282051282051282,9.0,41,-1.0
48018,0.12,41.0,127,1.0
48023,-0.042735042735042736,22.0,119,-1.0
48024,2.3333333333333335,17.0,10,1.0
48045,0.04597701149425287,15.0,88,1.0
48051,0.7407407407407407,20.0,29,1.0
48097,-0.17142857142857143,20.0,142,-1.0
48117,0.7222222222222222,60.0,37,1.0
48122,-2.909090909090909,8.0,13,-1.0
48139,-0.031496062992125984,11.0,129,-1.0
48141,0.5,19.0,34,1.0
48149,0.058333333333333334,15.0,122,1.0
48157,-0.7727272727272727,19.0,24,-1.0
48176,-0.09523809523809523,18.0,149,-1.0
48185,0.9534883720930233,43.0,88,1.0
48194,0.0,17.0,23,0.0
48255,0.03278688524590164,7.0,307,1.0
48281,0.2535211267605634,13.0,73,1.0
48303,0.1724137931034483,11.0,147,1.0
48331,-0.029045643153526972,29.0,243,-1.0
48448,0.30158730158730157,30.0,128,1.0
48509,-0.1111111111111111,14.0,73,-1.0
48526,-0.11504424778761062,39.0,115,-1.0
48529,0.07058823529411765,22.0,87,1.0
48547,-0.2782608695652174,21.0,117,-1.0
48551,-0.1968503937007874,28.0,129,-1.0
48600,0.07042253521126761,16.0,144,1.0
48602,0.016129032258064516,15.0,126,1.0
48645,0.084375,14.0,322,1.0
48651,0.031055900621118012,33.0,163,1.0
48664,0.006493506493506494,18.0,156,1.0
48783,0.3246753246753247,14.0,79,1.0
48788,0.12121212121212122,38.0,35,1.0
48850,0.0,9.0,136,0.0
48893,0.09923664122137404,44.0,133,1.0
48910,-0.1761006289308176,32.0,161,-1.0
48934,-0.12727272727272726,55.0,112,-1.0
48942,0.04597701149425287,36.0,89,1.0
48951,0.4936708860759494,55.0,81,1.0
48966,-0.03305785123966942,11.0,123,-1.0
49072,-0.5714285714285714,17.0,23,-1.0
49082,0.17307692307692307,45.0,106,1.0
49115,-0.0625,6.0,130,-1.0
49117,-0.18253968253968253,22.0,128,-1.0
49123,0.06818181818181818,12.0,46,1.0
49160,0.136,24.0,127,1.0
49208,-0.008333333333333333,14.0,122,-1.0
49229,0.008,13.0,127,1.0
49233,-0.036585365853658534,24.0,84,-1.0
49270,0.13043478260869565,40.0,71,1.0
49329,-0.012658227848101266,13.0,160,-1.0
49337,0.08783783783783784,35.0,150,1.0
49383,0.046875,14.0,66,1.0
49387,0.08333333333333333,24.0,97,1.0
49402,0.26666666666666666,15.0,62,1.0
49417,-3.5555555555555554,17.0,11,-1.0
49425,0.05511811023622047,24.0,129,1.0
49499,-0.07142857142857142,15.0,72,-1.0
49500,-0.17355371900826447,28.0,123,-1.0
49503,-0.04,7.0,77,-1.0
49515,0.27906976744186046,27.0,131,1.0
49525,0.036585365853658534,19.0,84,1.0
49549,-0.42857142857142855,19.0,72,-1.0
49599,-0.5454545454545454,4.0,13,-1.0
49657,0.20833333333333334,28.0,122,1.0
49714,-0.01904761904761905,36.0,107,-1.0
49724,-0.13157894736842105,14.0,78,-1.0
49726,0.0546875,5.0,130,1.0
